314798.500000	0.000000
213533.000000	0.030129
213226.100000	0.270370
211622.300000	0.300410
197252.400000	0.480584
191501.500000	3.663850
189166.000000	4.624685
189166.000000	30.114649

204608.800000	0.000000
193358.400000	0.050071
192023.000000	0.100100
191913.300000	0.150171
178786.500000	0.250235
177165.700000	1.250852
175142.100000	1.951245
163722.300000	2.351497
154755.800000	46.580327
154755.800000	50.032333

275775.100000	0.000000
235524.300000	0.050032
218879.200000	0.900701
218791.800000	18.161571
215001.700000	25.866518
212452.500000	47.980820
212452.500000	50.032037

327849.200000	0.000000
184686.400000	0.020031
176060.800000	0.140166
167617.500000	4.355546
163614.900000	8.530579
160074.600000	9.511705
155406.200000	22.216252
155406.200000	22.857031

165595.400000	0.000000
121500.000000	0.030024
119448.900000	0.310248
118648.100000	0.370307
118202.400000	0.520428
115494.200000	1.020837
114795.600000	1.110923
109907.100000	4.783811
108214.300000	12.580176
108214.300000	29.233305

249538.600000	0.000000
211065.200000	0.050039
205803.800000	1.451070
205645.200000	3.052288
204518.200000	3.302435
198615.600000	3.802774
196775.300000	6.554526
196059.500000	18.012083
193482.800000	20.713764
186189.600000	37.774601
186189.600000	50.032514

180576.100000	0.000000
153413.100000	0.050034
134834.600000	0.200100
134834.600000	50.031531

172471.700000	0.000000
159347.100000	0.050030
152681.400000	0.100047
143071.500000	0.200104
142913.100000	1.550906
142468.100000	2.051330
140380.200000	2.101362
139466.300000	6.404025
137844.700000	6.504086
136204.900000	6.654175
135779.200000	18.711943
133276.700000	19.012130
132215.700000	23.064701
132215.700000	50.031811

252921.300000	0.000000
210315.300000	0.050045
208448.100000	0.600521
205190.800000	1.401001
200703.300000	1.651202
197348.600000	6.654449
192410.800000	13.358794
180477.000000	21.163628
176789.500000	29.468863
176789.500000	50.033242

293792.300000	0.000000
245422.600000	0.050031
212347.300000	0.350218
211789.900000	12.658129
209446.900000	17.961623
206760.500000	23.965463
195815.800000	49.982560
195815.800000	50.032592

288594.000000	0.000000
265645.200000	0.050032
243683.100000	0.150083
228717.600000	0.250143
219069.300000	0.400226
212469.300000	1.851056
204254.900000	1.951123
189927.400000	28.967894
189927.400000	50.031552

278662.900000	0.000000
241102.600000	0.050040
236472.600000	0.350219
235016.700000	0.500451
229654.900000	0.900717
227611.000000	1.000774
222173.000000	1.801241
220048.700000	4.252829
212496.900000	6.354188
212496.900000	50.032134

269686.800000	0.000000
226088.300000	0.050040
212984.100000	0.100064
206482.700000	0.650365
204914.000000	2.601693
189469.400000	2.951904
182597.700000	9.005931
170585.800000	22.014542
170585.800000	50.033120

272215.700000	0.000000
221962.800000	0.050039
211283.700000	0.200121
207317.600000	1.200731
199900.400000	7.404431
196362.500000	11.607273
194104.600000	17.361078
194104.600000	50.031960

281732.100000	0.000000
222390.300000	0.040036
221479.900000	0.440459
209396.300000	0.640650
208538.400000	1.081100
207881.000000	2.342301
206338.500000	5.335014
205093.300000	6.496215
198354.600000	11.090533
194959.400000	13.132560
188628.400000	19.868757
188628.400000	40.178283

264030.600000	0.000000
149269.200000	0.020026
148513.500000	0.060076
146886.100000	0.080104
140407.100000	0.100137
137508.400000	0.160213
136203.700000	0.240337
131932.600000	0.260365
124309.200000	1.301926
122462.900000	2.784205
122171.800000	2.804241
122171.800000	19.749279

297845.900000	0.000000
235301.200000	0.050032
216797.400000	0.150084
206922.400000	0.600430
191727.000000	7.105017
191727.000000	50.033406

237804.900000	0.000000
200848.600000	0.050032
197482.700000	0.100049
191631.300000	0.300168
179173.400000	0.450254
179088.400000	3.251921
163709.600000	5.303263
163709.600000	50.031220

310825.400000	0.000000
251887.300000	0.050034
240895.800000	0.100054
240235.200000	4.853030
239904.500000	8.405422
239073.800000	15.509811
235610.200000	15.709928
234309.400000	20.212237
234309.400000	50.031855

