523067.800000	0.000000
507624.200000	0.000023
495660.200000	0.000028
474027.200000	0.000055
474027.200000	0.000107

193068.400000	0.000000
98517.100000	0.000770
97991.200000	0.001632
91000.800000	0.002398
86312.300000	0.004383
86312.300000	0.030748

262997.600000	0.000000
120987.200000	0.001037
115901.700000	0.002061
113895.500000	0.003047
110919.300000	0.021266
110919.300000	0.034884

465506.500000	0.000000
409676.300000	0.000004
394331.900000	0.000008
391704.600000	0.000056
391704.600000	0.000093

173930.900000	0.000000
153232.900000	0.000030
149875.100000	0.000060
144013.200000	0.000089
142067.600000	0.000229
136586.500000	0.000271
123364.200000	0.000399
123364.200000	0.001321

272330.300000	0.000000
254828.200000	0.000072
241204.600000	0.000160
234347.400000	0.000458
230390.000000	0.000640
230390.000000	0.002232

184830.900000	0.000000
175809.900000	0.000099
173076.100000	0.000336
171337.900000	0.002105
171337.900000	0.003291

203595.300000	0.000000
192047.300000	0.000095
180352.200000	0.000168
170460.800000	0.000241
169516.300000	0.000310
169351.700000	0.000379
168496.700000	0.000640
168496.700000	0.002048

261406.400000	0.000000
256170.200000	0.000079
233633.600000	0.000158
233633.600000	0.002231

289011.000000	0.000000
270792.400000	0.000085
268125.300000	0.000352
261559.900000	0.001069
261281.600000	0.001140
256588.800000	0.001772
256588.800000	0.002144

299809.400000	0.000000
292208.200000	0.000077
276908.900000	0.000152
258251.900000	0.000223
258251.900000	0.002244

293102.500000	0.000000
281055.100000	0.000084
272949.000000	0.000890
272949.000000	0.002294

269393.800000	0.000000
244139.500000	0.000078
238641.400000	0.000214
232405.500000	0.000949
226663.800000	0.001624
226663.800000	0.002065

300384.200000	0.000000
269447.100000	0.000083
266322.100000	0.000165
254450.300000	0.000257
246154.200000	0.000962
246154.200000	0.001879

362354.200000	0.000000
361647.600000	0.000020
334695.100000	0.000061
331375.400000	0.000248
331375.400000	0.000621

257739.900000	0.000000
207963.900000	0.000100
190949.600000	0.000986
190949.600000	0.003445

215168.800000	0.000000
122170.600000	0.001451
117507.400000	0.006266
115804.100000	0.007272
115654.800000	0.012439
113556.200000	0.017569
113556.200000	0.033342

193124.300000	0.000000
110377.500000	0.001174
107266.200000	0.005848
105709.900000	0.012750
104728.100000	0.018011
104728.100000	0.037631

269487.500000	0.000000
166534.500000	0.000995
154675.300000	0.001993
153162.000000	0.018104
153162.000000	0.025487

